,itemid,count,label
851,5905,3056,Alarms Checked
852,1845,1,fingerstick bs
853,1659,36,high min vent
854,8389,1255,GI Intub #2 [Site]
855,6981,1,Bed exit alarm
856,220644,11494,ALT
857,3244,1,RT FEM A-LINE
858,227375,13535,Daily Wake Up
859,2437,1,Sod Bicarb/NS
860,2750,1,NS w/20kcl
861,137,5327,Cough Reflex
862,1818,1,PECO2
863,4810,18,Prilosec
864,405,172,Inc/Wound Packing #2
865,5189,2,Sodium supps
866,6120,1,IV Lasix
867,2950,1,PPM
868,5957,7,Cyclopentolate 1%
869,6191,1,Creamy Desitin
870,4606,5,hernia
871,5745,2,Hep flush 10units/cc
872,227949,7813,Face to Face Eval (Non-violent)
873,3803,2792,Sodium  (135-148)
874,7272,1,Solu-Medrol Mg/Kg/Hr
875,6311,1,heparin lock flush
876,1546,107,high ve
877,228299,7346,Goal Richmond-RAS Scale
878,227287,3683,O2 Flow (additional cannula)
879,6196,1,IRRIG FOLEY 50ML NS
880,227665,1492,Immobilizer Evaluated
881,1922,1,1.Nausea &vomitting
882,2699,6,EF
883,8206,1,Artic Sun
884,4651,5,BABY BATH
885,4630,3,cord care
886,8435,2883,LLE [Color]
887,8078,1,gentmycin eye oint
888,225086,5379,Unable to assess cognitive / perceptual
889,228007,145,14 G Phlebitis Scale
890,227345,21711,Gait/Transferring
891,3524,30,NGT Placement
892,1502,1,bladder irrig. 60cc
893,2666,1,alteplase
894,382,1014,Inc Cleansing #3
895,224704,82,ATC %
896,5343,1,KPhosphate
897,226499,739,Hemodialysis Output
898,228377,66,SVI Change
899,4228,12,circumcision site
900,2229,1,PAW
901,838,1080,SvO2
902,6590,1,arterial mean #2
903,228009,2052,16 G Phlebitis Scale
904,3359,1,Chest Circum    (cm)
905,4695,1,PredForte
906,3350,39,Caput
907,1388,1,decub drsg.
908,833,27112,RBC
909,224660,5,ECMO
910,223818,1521,Tactile Disturbances
911,6226,1,urine for AA
912,2589,1,cariporide @ 21/ml
913,3069,1,ART R Groin
914,3693,989,Weight Kg
915,223970,2580,Angio Dressing # 1
916,4865,1,Clonus
917,226544,23108,Language
918,224845,319,Permanent Pacemaker Rate
919,834,17698,SaO2
920,227450,40,Tobramycin (Peak)
921,7541,1,insp pressure      e
922,224056,21808,Braden Activity
923,8498,158,O2 sat [Post]
924,5492,135,Vitamin A
925,224413,1994,TOF Response
926,8420,213,Inc #5 [Appearance]
927,223679,2273,TCO2 (calc) Venous
928,225636,542,D-Dimer
929,5042,1,cc's/minute
930,1222,3,VASOPRESSIN
931,228368,119,Cardiac Index (CI NICOM)
932,1125,24732,Service Type
933,6363,1,EDM CI
934,3569,1402,Phototherapy Blanket
935,6402,1,TRAIN OF FOUR
936,1896,1,MPB
937,2534,1,tidal volume
938,227776,1,Skeletal Traction #2 - Pounds
939,563,162,Pressure Sore #3 [Width]
940,224846,2664,Impaired Skin Width #1
941,228167,2,Impella Dressing Occlusive
942,5582,2,p-high
943,479,27165,Orientation
944,8537,5556,"Temp/Iso/Warmer [Temperature, degrees C]"
945,284,11459,INV#2 WaveformAppear
946,3147,1,TPA #2 mg/hr
947,5588,1,cyclosporin 3mg/hr
948,6319,1,bronched
949,4428,1,Bronch
950,5963,1,ceftaxime
951,223962,2542,Temporary Pacemaker Wires Venticular
952,442,625,Manual BP [Systolic]
953,224896,290,Impaired Skin Depth #3
954,8031,1,KETAMINE 200mgm/50ML
955,8367,17868,Anti-Embolism [Status]
956,31,33892,Activity
957,3391,18,Direct Coombs
958,1584,2,T hi
959,2698,1,V02
960,1887,1,Neo 120mg/250ml
961,4652,1,Hernia Repair
962,6272,1,right fem. a-line
963,2118,2,I.T
964,324,25733,IV Site Appear #1
965,3241,1,LFEMABP
966,8384,458,Edema #2 [Amount]
967,5756,9,PINPS
968,1437,1155,Tremor
969,227130,1320,Trach Care
970,1771,1,Cisatricurium
971,1704,3480,PA line cm Mark
972,5024,8,triple abx ointment
973,2133,1,PCV-Delta P
974,3330,10,Bicitra
975,1479,10353,IV #1 Reason DC'D
976,224291,9451,Arterial line Waveform Appear
977,1919,1,Urine creat
978,3019,1,CT #5 FLUCTUATE/LEAK
979,7363,2,Bed Rotation Right
980,7772,1,Predisolone
981,2700,1,tslo brace
982,224175,186,MDI #3 Puff
983,2145,2,tpa
984,3031,2,t high
985,225760,63,RIC Site Appear
986,6350,1,total PeeP
987,224912,767,Impaired Skin Drainage Amount #5
988,225422,19,Transportation
989,177,616,Epidural Appearance
990,224943,205,Impaired Skin Treatment #8
991,8179,1,peak flow post rx
992,1373,1,svr
993,227630,232,Arctic Sun Temp #1 Location
994,6012,8,T-Hi
995,227355,234,IABP Dressing Occlusive
996,7352,1,DRIVING  PRESSURE
997,1451,1,L girth size
998,7896,7,teeth brushed
999,1394,8,Height Inches
1000,8388,13285,GI Intub #1 [Site]
1001,225739,1006,Cordis/Introducer Discontinued
1002,228337,5173,CAM-ICU MS Change
1003,7796,2,Scrotum
1004,459,3287,Neg Insp Force(>-25)
1005,3109,9,Sodium Bicarb
1006,938,2,blood cultures
1007,1063,3290,bath
1008,444,14674,Mean Airway Pressure
1009,8378,3179,Chest PT [Left]
1010,274,34,INV Line#8SiteAppear
1011,2568,1,SOLUMEDROL DRIP.
1012,1842,1,IPPB
1013,5782,1,High Minute Ventilan
1014,6085,1,caffeine Bolus
1015,3341,4554,CBC
1016,5456,2,Chest Tube
1017,3490,3,Liver
1018,412,6384,Incision/Wound #2
1019,224668,141,Sweating
1020,7652,3,bath care
1021,8342,1,rituximab
1022,651,8371,Spon RR (Mech.)
1023,227018,6,HR_ApacheIV
1024,4556,31,Hearing Screen
1025,224426,1952,CT #2 Fluctuate
1026,8470,891,ROM [Value]
1027,83,26915,Braden Frict/Shear
1028,851,2249,Troponin
1029,226997,2,ARF
1030,224023,20378,Support Systems
1031,223810,1539,Paroxysmal Sweats
1032,1219,1,PASat
1033,6188,1,Left Arm Massage
1034,474,62,O2ER
1035,5868,1,APRV Time low
1036,227731,251,AVA Line Zero/Calibrate
1037,227538,1824,ART Blood Pressure Alarm - Low
1038,7354,1,P.low
1039,631,14688,Sensitivity-Vent
1040,7798,1,Helioox nrb flow
1041,6044,1,Trn of 4
1042,2401,2,inner cannula
1043,228013,6527,20 G Phlebitis Scale
1044,3503,1857,Mean PAW [Meas]
1045,224975,686,Surrounding Tissue #5
1046,8240,2,MICONAZOLE POWDER
1047,3091,1,PILLOW AROUND R ARM
1048,227967,152,Restraint/Seclusion Observer Sheet
1049,227062,7,WBC_ApacheIV
1050,227341,21684,History of falling (within 3 mnths)
1051,2398,1,MIXED VENOUS SAT
1052,227850,5,Commode
1053,223976,16014,RUE Color
1054,2953,1,ESMOLOL MCG/MIN
1055,507,1235,PIP
1056,220194,101,Temporary AV interval
1057,596,7455,RU Strength/Movement
1058,7663,1,ABDO BINDER
1059,8483,847,Ventricular Pacemaker Threshold [Value]
1060,4769,4,rash
1061,7045,1,DTO
1062,2012,1,lo MV
1063,226755,14,GcsApacheIIScore
1064,1955,2,Xygris
1065,2101,2,nicardipine mg/hr
1066,2140,2,Glucagon
1067,224701,8822,PSV Level
1068,6411,2,Dressing  Change
1069,227487,232,GU Irrigant Type
1070,2815,4,INCENTIVE SPIROMETRY
1071,224842,1335,Cardiac Output (CCO)
1072,7161,7,P-Hi
1073,225026,63,Incision Dressing #5
1074,7021,1,P-LO (APRV)
1075,220507,418,Activated Clotting Time
1076,2967,1,APROTININ.
1077,543,13511,Plateau Pressure
1078,8461,304,Pressure Sore #2 [Amount]
1079,1450,1,level one
1080,1449,1,Arterial BP(Rad)
1081,7585,3,inexsufflator
1082,224259,9628,Impaired Skin Drainage #1
1083,226771,14,PotassiumApacheIIScore
1084,8454,12106,Pain Management [Route/Status #2]
1085,8502,7397,BP Cuff [Diastolic]
1086,1705,2566,Vent Sens Thresh mV
1087,224716,519,SBT Stopped
1088,6688,1,High NO alarm
1089,6150,2,GT care
1090,837,27357,Sodium (135-148)
1091,227645,3,Breast Feed - L (Minutes)
1092,2631,1,DRAIN FLUSH
1093,227926,101,Activity O2 sat - Aerobic Activity Response
1094,7372,1,PANTOPRAZOLE
1095,224833,1299,SBT Deferred
1096,3525,1541,NICU Procedures
1097,7328,1,ostomy bag
1098,3112,1,epinephrine mcg/min
1099,719,2870,Ventricular Pacemaker [mA]
1100,5683,388,Hourly PFR
1101,5575,1,Tank pressure
1102,5,276,ABI Brachial BP [Right]
1103,6515,1,Multi podus boot
1104,2695,1,D02-1
1105,8200,1,L arm Fistula
1106,6454,10,Thigh
1107,1944,1,Coccyx w->d drsg chg
1108,340,1434,Imp Skin Cleanse #3
1109,226744,14,APACHE II PDR - Adjusted
1110,220224,13135,Arterial O2 pressure
1111,2000,1234,Inspiratory Time
1112,3376,27,Combivent
1113,4870,1,tooth buds
1114,6969,1,APROTININ  ML/HR
1115,7076,24,Prong Type
1116,8026,1,Ilex oint
1117,2715,1,VO2 INDEX
1118,227759,2829,PICC Line Placement Confirmed by X-ray
1119,8285,1,TPA            mg/hr
1120,224063,84,Restraint Type
1121,223990,21751,Respiratory Effort
1122,2507,1,ITRATHECAL
1123,519,4375,Pacer Wires Atrial
1124,432,27196,Level of Conscious
1125,846,89,Tobramycin/Random
1126,225217,294,Trauma Line Site Appear
1127,656,13186,Sputum [Color]
1128,625,5763,SVI
1129,254,565,INV Line#5 Zero/Cal
1130,224289,9474,Arterial line Site Appear
1131,7044,1,tof
1132,5665,1,CHOLEY TUBE DRAINAGE
1133,1203,6,fleets enema
1134,4251,12,glycerine supp
1135,5387,1,chesttube site
1136,224901,18,Impaired Skin Depth #8
1137,228224,9,Tandem Heart Return Cannula Repositioned
1138,581,19409,Previous WeightF
1139,5977,2,labs drawn
1140,220545,24034,Hematocrit (serum)
1141,396,258,Inc #5 [Drainage]
1142,8441,26411,NBP [Diastolic]
1143,6049,22,pediarix
1144,935,27205,Allergy 3
1145,3126,5,SLOPE
1146,225671,1365,LDL calculated
1147,2920,1,cyclosporin mg/h
1148,1816,1,QUINIDINE
1149,226136,4471,16 Gauge placed in outside facility
1150,2546,1,CISATRACURIUMMG/KG/H
1151,6806,1,Mucomyst mg/hr
1152,5763,1,NGT NS FLUSH Q/4HR
1153,1370,1,Demerol
1154,7252,2,omeprazole
1155,5025,3,Bacitracin oint
1156,227984,25,Neuro Drain #2 Level
1157,226228,24549,Gender
1158,227615,28,Impaired Skin Width #10
1159,1549,1,liperudin
1160,421,5656,LCW
1161,1653,21,Bed Alarm
1162,5152,1,Abcess/ Location
1163,3546,205,O2 Tubing Present
1164,8472,1552,LUE [Sensation]
1165,6255,1,VAsopressin 0.04   s
1166,6017,1,metabolic labs
1167,2661,1,ALCOHOL 5% DRIP G/HR
1168,1328,2300,Cartridge/Bag Change
1169,227965,255,Restraint Device (Violent)
1170,3260,1,high minnute volume
1171,3388,26,Decadron
1172,133,163,Cont.Nebulizer(Drug)
1173,2080,2,high NO
1174,226815,187,Airway problems
1175,492,6575,PAP [Systolic]
1176,5194,1,Metoclopromide
1177,5600,1,L fem art bp
1178,6843,1,FLAP WARM GOOD COLOR
1179,6105,1,High PIP
1180,2093,1,Nicardipine mcg/k/mn
1181,227113,1333,PCA 1 hour limit units
1182,8460,981,Pressure Sore #1 [Amount]
1183,225180,473,PT Splint Status #1
1184,223958,2394,Temporary Venticular Sens Threshold mV
1185,8457,2063,Pressure Sore #1 [Heal]
1186,8053,1,SIGH PEEP LEVEL
1187,227089,1051,Discharge to
1188,227991,19,Intra Cranial Pressure #2 Alarm - Low
1189,353,3173,ImpSkin #2 [Drain]
1190,8128,1,permanent pacer
1191,7720,1,FBS
1192,5634,1,Vidalin
1193,7910,1,Post Ductal Sat
1194,225625,22631,Calcium non-ionized
1195,646,27216,SpO2
1196,227451,135,Tobramycin (Random)
1197,195,1088,Flow-by Sensitivity
1198,7722,1,criticaid oint.
1199,6097,1,suprapubic cath
1200,223806,1537,Tremor (CIWA)
1201,707,27114,Urine Source
1202,224161,21864,Resp Alarm - High
1203,7745,5,Omeprazole
1204,225987,223,IABP Power Source
1205,224957,72,Impaired Skin Width #8
1206,1572,1,low me
1207,4919,1,pectus
1208,1332,1,pulse
1209,2850,1,T TUBE SITE/DRAINAGE
1210,4303,2,CT dsg
1211,228098,2774,16 Gauge placed in the field
1212,8379,1107,Cooling [Status]
1213,4539,38,Nystatin
1214,226990,7,Apache IV PaFiRatio
1215,4289,4,Baptism
1216,227016,7,GlucoseScore_ApacheIV
1217,4565,1,miconazole cream
1218,3097,1,lf flap pulse
1219,1099,1,tegretol
1220,4948,10,Bilirubin
1221,8382,13445,ETT [Location]
1222,5805,1,DOPAMINE MICS/KG/MIN
1223,224859,61,Status and Comfort (Behavioral)
1224,8107,1,Mammary Support Bra
1225,3746,890,Calcium   (8.8-10.8)
1226,95,6103,CT #1 Dressing
1227,1908,1,GROIN DRESSING
1228,3444,60,Genitalia
1229,2432,8,insulin
1230,6375,9,Trache care
1231,828,27241,Platelets
1232,4953,4,sucrose pacifier
1233,4430,1,NS eye drops
1234,454,27182,Motor Response
1235,7209,1,COUGH/DEEP BREATHING
1236,5952,5,nitric oxide
1237,227599,70,Impaired Skin Drainage #10
1238,7086,1,CIRCUMCISION SITE
1239,6259,1,Tank Pressure (NO)
1240,1529,21147,Glucose
1241,8478,7070,Stool [Consistency]
1242,4597,7,Abdominal US
1243,1133,3,Multi-podis boots
1244,2622,2,CA GLUC GM/HR
1245,225677,22617,Phosphorous
1246,8499,5237,Anterior Fontanelle [Shape]
1247,2275,1,FEM LINE BP
1248,1612,2,Pres. High
1249,6635,1,Aprotinin ml/hr
1250,6037,1,ilex
1251,224330,1395,PCA 1 hour limit
1252,669,473,TCPCV I:E Ratio
1253,7070,1,P2
1254,5833,1,"Lytes.Tbili,ABG"
1255,5625,9,Pinps
1256,5916,1,zz tubing present
1257,224444,71,GI #3 Tube Place Check
1258,2998,1,Vt
1259,5754,4,APNEA TIME
1260,7179,1,right leg drsg
1261,8418,3054,Inc #3 [Appearance]
1262,708,18,VAD Beat Rate [Right]
1263,1737,4,HI/Minute/vol
1264,5857,1,aterial line
1265,7832,1,QUAD cough
1266,2173,1,EYE CARE
1267,227015,7,Glucose_ApacheIV
1268,2947,3,approtinin cc/hr
1269,224040,7461,Incision Closure #1
1270,225313,14230,Bed Bath
1271,6304,1,urine cath
1272,6510,2,VIT A
1273,225984,217,IABP Trigger
1274,223938,1724,Ulnar Pulse R
1275,3453,362,Head of Bed
1276,6008,2,SPUTUM INDUCTION
1277,8134,1,Tank press
1278,341,660,Imp Skin Cleanse #4
1279,226096,123,Orthostatic BPd standing
1280,2330,1,CISATRACUR MCG/K/MIN
1281,225424,20,Patient/family/team understand & agree with plan
1282,227688,20200,Smoking Cessation Info Offered through BIDMC Inpatient Guide
1283,409,9,Inc/Wound Packing #6
1284,7116,1,Rt ICP
1285,986,175,ABG Hct
1286,3011,1,ICE PACKS TO R EYE
1287,2107,4,pinsp
1288,224114,487,PT Splint Location #1
1289,3627,5272,State
1290,691,1595,Tracheostomy Cuff
1291,226739,14,AgeApacheIIValue
1292,6060,1,Bipap mask
1293,1949,1,famotidine mg/hr
1294,224965,1807,Pressure Ulcer Stage #2
1295,223876,10130,Apnea Interval
1296,389,929,Inc #4 [Closure]
1297,4705,1,Skin tags
1298,1557,1,automatic tube comp.
1299,702,115,Transcut Pad Place
1300,6009,1,pictures taken
1301,205,1255,GI#2 Tube [Status]
1302,2797,1,"3,4,5 finger doppler"
1303,197,9945,Follows Commands
1304,220063,2606,Pulmonary Artery Pressure Alarm - High
1305,114,9862,CaO2
1306,3615,4188,Sheepskin
1307,8551,15895,NBP Alarm [High]
1308,2284,1,Cisatra  mcg/kg/min
1309,558,1873,Pressure Sore #1 [Drainage]
1310,227664,1519,Immobilizer Device
1311,5759,1,gentics consult
1312,7528,1,TRACH MARK
1313,1385,1,NO tank
1314,2127,4,high exhale mv
1315,534,40,Peak Flow (actual)
1316,223800,434,Epidural Appearance
1317,835,655,Sed Rate
1318,844,131,Thrombin (16-21)
1319,6124,1,R fem art line
1320,3396,803,ECG
1321,6487,1,ART. SHEATH
1322,688,1536,Trach [Cuff]
1323,2063,2,NO tank psi
1324,6749,1,total RR
1325,8270,1,Heparin lock Flush
1326,5595,1,factor ten
1327,5908,1122,Feeding Label Match
1328,228171,2,Impella Placement Confirmed
1329,2089,2,highmv
1330,3816,328,Urine Glucose
1331,6322,1,Face Droop
1332,227019,7,HrScore_ApacheIV
1333,8528,4,Nares Patent [Right]
1334,457,392,NMB Medication
1335,67,604,BIPAP - O2 lpm
1336,6230,6,Bath Care
1337,2347,1,BLADDER PRESSURE.
1338,7402,1,fi02 set
1339,3101,1,High Minute volume
1340,2776,1,SV
1341,224562,2801,Impaired Skin Length #1
1342,5923,1,GI #2 guiac
1343,3386,5034,Day of Life
1344,4674,1,Metocloprimide
1345,2100,1,cardene mcg/kg/min
1346,2195,1,precedex
1347,8084,1,PDA surg site
1348,5975,1,O2% on INOvent
1349,6702,476,Arterial BP Mean #2
1350,4708,6,umbi hernia
1351,5861,1,TED STOCKINGS BILAT
1352,2610,1,L ARM SLING
1353,1686,1,Hi insp. pressure
1354,3131,5,Shampoo
1355,3390,12,Diamox
1356,227579,485,BiPap EPAP
1357,5936,1,R Hand Grasp
1358,2907,3,R groin sheath
1359,7460,1,Pl
1360,2860,1,LEG VAC DRSGS
1361,7075,389,NeoBlue Mini
1362,1655,3,Insp. Time
1363,8424,1611,Inc #3 [Amount]
1364,227609,76,Impaired Skin Treatment #10
1365,225124,11060,Unintentional weight loss >10 lbs.
1366,385,30,Inc Cleansing #6
1367,6778,6,Tri-vi-sol
1368,81,102,Brachial Pulse [Right]
1369,227060,7,Use A-aDO2
1370,2429,1,VENOUS/DOPPLER/BFM
1371,223946,951,Popliteal Pulse L
1372,2807,1,facial droop
1373,4271,7,Prune juice
1374,3346,867,Caffeine
1375,1197,1,HFO Amplitude
1376,2798,1,arm 90 degrees
1377,1472,1,Bivaliruden
1378,225027,20,Incision Dressing #6
1379,6762,1,Incision sites
1380,224067,1756,Range of Motion
1381,228178,75,CO (PiCCO)
1382,1700,137,GI#3 Intub Site
1383,621,23045,Restraint Location
1384,227772,20,Traction/Immobile #2
1385,6022,1,Critic Aide
1386,734,1177,Working Pressure
1387,8133,1,R ear
1388,6774,2,RSSI #units
1389,6096,1,MV-HI
1390,2367,1,HI LOW NEB
1391,116,6345,Cardiac Index
1392,226762,13,HematocritApacheIIValue
1393,6211,1,BILI & LYTES
1394,2674,2,WAFFLE BOOT
1395,228200,10,Vibration in Line
1396,3735,3593,BASOs
1397,227418,401,Midline Dressing Occlusive
1398,501,63,PCV Exh Vt (Obser)
1399,1637,12,pneumo boots
1400,227986,25,Neuro Drain #2 Landmark
1401,224121,1306,22 Gauge Reason Discontinued
1402,4599,63,Hepatitis B Vaccine
1403,2948,1,femoral ART Line
1404,6417,3,low pressure
1405,223907,18315,Pupil Size Right
1406,3098,7,hi mv
1407,6108,1,u/s of left arm/neck
1408,5945,1,Continuous Neb
1409,224905,898,Impaired Skin Drainage #5
1410,226765,14,MapApacheIIScore
1411,228372,68,Leg Raise Result (NICOM)
1412,354,725,ImpSkin #4 [Drain]
1413,5809,1,foely
1414,7925,1,thumb pulse checks
1415,7915,4462,Pt./Family Informed
1416,4236,7,DESITIN
1417,223955,2680,Temporary Pacemaker Type
1418,402,72,Inc #6 [Dressing]
1419,380,2663,Inc Cleansing #1
1420,225747,293,PICC Line Discontinued
1421,4797,6,Nystatin Oint
1422,3438,2563,Fluid In for Calc.
1423,347,879,ImpSkin Character #4
1424,410,6658,Incentive Spirometry
1425,3336,2176,Breast Assessment
1426,223952,162,Pericardial Drain Status
1427,227600,101,Impaired Skin Drainage Amount #9
1428,2340,3,HIGH EXHALED MIN.VOL
1429,4217,49,Hep Flush
1430,224904,1547,Impaired Skin Drainage #4
1431,225358,1555,PA Catheter Zero/Calibrate
1432,3616,4957,Skeletal Abnormality
1433,4716,17,acyclovir
1434,1028,8,Cisatracurium
1435,224810,463,CT #3 Suction Type
1436,223925,458,Seizure Duration
1437,220292,10129,Minute Volume Alarm - Low
1438,3111,2,cpap level
1439,323,255,IV Site #4
1440,6182,1,jt flush 20cc q 8 hs
1441,4623,8,Circumcision site
1442,4420,7,Narcan
1443,368,3153,ImpSkin #1 [Width]
1444,8209,1,Preductal O2 Sat
1445,1038,1,Hi/minute/vols alarm
1446,6267,6,NO2
1447,407,47,Inc/Wound Packing #4
1448,6896,1,Rapamycin
1449,227585,1987,GI Guaiac
1450,228293,45,IO Site Appearance
1451,6106,1,High RR
1452,8450,601,PT Splint #1 [Status]
1453,227751,862,CCO PAC Placement Confirmed by X-ray
1454,8074,1,pantoprazole80/250
1455,2166,2,PRECEDEX MCG/KG/HR
1456,226139,4666,22 Gauge placed in outside facility
1457,8387,1018,GI [pH]
1458,5959,1,scalp
1459,5204,1,CEFAZOLIN
1460,226541,4,ScvO2 Central Venous O2% Sat
1461,2226,3,URINE OSMO
1462,8186,1,svo2 RIJ
1463,726,94,Vision - Mode
1464,8279,1,Prednisolone Drops
1465,228306,7612,Assistance Device
1466,7954,1,CSM of left toes
1467,677,26659,Temperature C (calc)
1468,3137,1,Visual Field CheckL)
1469,6528,1,Warm hand pack
1470,7258,1,RLE ELEVATED
1471,223819,1519,Visual Disturbances
1472,6978,1,iced gauze to eyes
1473,227870,206,Recovery HR - Aerobic Capacity
1474,1976,3,hi min vent.
1475,4969,1,CSM R LE
1476,682,14076,Tidal Volume (Obser)
1477,7058,2,Vapotherm
1478,225196,6,PT Splint Status #4
1479,372,146,ImpSkin #5 [Width]
1480,1580,4,HI/Minute/Volume
1481,1363,3,Bivalirudin
1482,3074,1,TRF   200-400
1483,2945,1,BLOWDRY RT THIGH
1484,45,3814,Angio Dressing #1
1485,220624,1447,HDL
1486,199,1628,GI [Guaiac]
1487,5942,1,HIGH VT
1488,3643,10,Swallow Study
1489,2861,1,TPA mg/HR
1490,224892,482,Impaired Skin Cleanse #6
1491,3100,2,LOW MV
1492,6294,1,FETAL HR BY L&D RN
1493,6481,1,p lo
1494,2106,1,study drug/24mcg/k/h
1495,2094,2,Spont VT
1496,671,516,TCPCV Insp. Time
1497,224069,235,Side Rails_V1
1498,2046,1,hi minute vol
1499,422,5605,LCWI
1500,3467,639,IV #3 [Location]
1501,4407,11,Polivisol
1502,7051,1,rash axilla
1503,3213,1,RT FEM ART LINE
1504,224059,21807,Braden Friction/Shear
1505,3049,1,spont Ve
1506,6016,2,Neo Bili
1507,7002,1,LUE fistula thrill
1508,3216,1,NS FLUSH FOLEY
1509,3013,1,shaved/bedbath
1510,1870,5,multipodis boots
1511,4444,1,Water bed
1512,6682,1,INO PRESS
1513,259,273,INV Line#6 [Type]
1514,3223,104,Bedbath
1515,8374,1630,CT #2 [Leak]
1516,1015,26,PASSY MUIR VALVE
1517,4545,16,CPR
1518,8317,1,percusion
1519,6859,1,Insp press mius PEEP
1520,573,1667,Pressure Sore Odor#1
1521,220050,9564,Arterial Blood Pressure systolic
1522,1710,12,zzz Stim Thresh mA [Unit]
1523,2029,10,Xigris
1524,2639,1,JPO2
1525,223936,13217,Radial Pulse R
1526,227605,50,Impaired Skin Odor #10
1527,224998,1723,Incision Cleansing #2
1528,228302,423,CAM-ICU RASS LOC
1529,6573,1,MgSO4          mg/hr
1530,228006,348,Post Filter Replacement Rate
1531,2002,3,fistula
1532,61,77,AvDO2
1533,797,10263,Differential-Eos
1534,227607,79,Impaired Skin Site #10
1535,2290,1,nimbex mcg/kg/m
1536,4693,1,Bacitracin Eye Oint
1537,4950,5,Dexamethasone drops
1538,6428,1,L fem art line
1539,7260,1,venous 02sat
1540,2679,1,PENTOBARBITAL MG/HR
1541,8408,442,ImpSkin #4 [Amount]
1542,1206,1,HFO FIO2:
1543,1562,1,High Minute Ventil.
1544,225806,75,Volume In (PD)
1545,223775,2,VAD Beat Rate R
1546,5859,1,left eye
1547,1384,1,MultiPodus Splints
1548,8147,1,broviac
1549,7854,1,R leg(cast)cap refil
1550,224442,132,GI #3 Intub Site
1551,7747,1,stoma adhesive powd
1552,7032,1,OR pillow
1553,1837,3,Flolan
1554,6083,1,OGT Placement
1555,2588,2,AV FISTULA BRUIT
1556,224788,1131,GI #2 Tube Type
1557,4377,20,circumcision
1558,5955,1,Analyzed INOV FiO2
1559,223875,9936,Fspn High
